时间戳(秒),样本编号,延迟(纳秒),延迟(微秒),当前任务,PID,CPU,硬中断上下文
23849.968393,1373,3131,3.131,swapper/1,0,1,1
23849.978396,1374,3381,3.381,swapper/1,0,1,1
23849.988397,1375,6131,6.131,swapper/1,0,1,1
23849.998395,1376,3215,3.215,swapper/1,0,1,1
23850.008395,1377,3298,3.298,swapper/1,0,1,1
23850.018394,1378,3423,3.423,swapper/1,0,1,1
23850.028394,1379,3173,3.173,swapper/1,0,1,1
23850.038395,1380,4381,4.381,swapper/1,0,1,1
23850.048395,1381,3381,3.381,swapper/1,0,1,1
23850.058394,1382,3506,3.506,swapper/1,0,1,1
23850.068394,1383,3506,3.506,swapper/1,0,1,1
23850.078396,1384,4381,4.381,swapper/1,0,1,1
23850.088395,1385,4340,4.340,swapper/1,0,1,1
23850.098394,1386,3631,3.631,swapper/1,0,1,1
23850.108395,1387,3756,3.756,swapper/1,0,1,1
23850.118393,1388,2881,2.881,swapper/1,0,1,1
23850.128394,1389,3590,3.590,swapper/1,0,1,1
23850.138393,1390,3006,3.006,swapper/1,0,1,1
23850.148394,1391,3090,3.090,swapper/1,0,1,1
23850.158393,1392,3090,3.090,swapper/1,0,1,1
23850.168393,1393,3006,3.006,swapper/1,0,1,1
23850.178394,1394,3090,3.090,swapper/1,0,1,1
23850.188394,1395,3381,3.381,swapper/1,0,1,1
23850.198393,1396,2965,2.965,swapper/1,0,1,1
23850.208393,1397,3090,3.090,swapper/1,0,1,1
23850.218393,1398,3256,3.256,swapper/1,0,1,1
23850.228394,1399,3256,3.256,swapper/1,0,1,1
23850.238394,1400,3506,3.506,swapper/1,0,1,1
23850.248394,1401,3423,3.423,swapper/1,0,1,1
23850.258395,1402,4048,4.048,swapper/1,0,1,1
23850.268393,1403,3048,3.048,swapper/1,0,1,1
23850.278395,1404,4007,4.007,swapper/1,0,1,1
23850.288394,1405,3215,3.215,swapper/1,0,1,1
23850.298394,1406,3257,3.257,swapper/1,0,1,1
23850.308394,1407,3548,3.548,swapper/1,0,1,1
23850.318393,1408,3090,3.090,swapper/1,0,1,1
23850.328394,1409,3340,3.340,swapper/1,0,1,1
23850.338394,1410,3340,3.340,swapper/1,0,1,1
23850.348395,1411,3923,3.923,swapper/1,0,1,1
23850.358394,1412,3465,3.465,swapper/1,0,1,1
23850.368395,1413,3715,3.715,swapper/1,0,1,1
23850.378394,1414,3632,3.632,swapper/1,0,1,1
23850.388394,1415,3715,3.715,swapper/1,0,1,1
23850.398394,1416,3423,3.423,swapper/1,0,1,1
23850.408395,1417,3882,3.882,swapper/1,0,1,1
23850.418394,1418,3882,3.882,swapper/1,0,1,1
23850.428394,1419,3257,3.257,swapper/1,0,1,1
23850.438394,1420,3673,3.673,swapper/1,0,1,1
23850.448393,1421,3132,3.132,swapper/1,0,1,1
23850.458393,1422,2840,2.840,swapper/1,0,1,1
23850.468394,1423,3215,3.215,swapper/1,0,1,1
23850.478394,1424,3298,3.298,swapper/1,0,1,1
23850.488394,1425,3465,3.465,swapper/1,0,1,1
23850.498394,1426,3548,3.548,swapper/1,0,1,1
23850.508393,1427,2757,2.757,swapper/1,0,1,1
23850.518393,1428,2965,2.965,swapper/1,0,1,1
23850.528393,1429,2965,2.965,swapper/1,0,1,1
23850.538394,1430,2965,2.965,swapper/1,0,1,1
23850.548396,1431,4507,4.507,swapper/1,0,1,1
23850.558395,1432,3382,3.382,swapper/1,0,1,1
23850.568394,1433,3840,3.840,swapper/1,0,1,1
23850.578394,1434,3840,3.840,swapper/1,0,1,1
23850.588393,1435,3007,3.007,swapper/1,0,1,1
23850.598394,1436,3298,3.298,swapper/1,0,1,1
23850.608394,1437,3673,3.673,swapper/1,0,1,1
23850.618393,1438,2882,2.882,swapper/1,0,1,1
23850.628411,1439,17215,17.215,swapper/1,0,1,1
23850.638402,1440,9132,9.132,swapper/1,0,1,1
23850.648407,1441,13507,13.507,swapper/1,0,1,1
23850.658410,1442,15923,15.923,swapper/1,0,1,1
23850.668404,1443,10840,10.840,swapper/1,0,1,1
23850.678407,1444,14215,14.215,swapper/1,0,1,1
23850.688399,1445,5673,5.673,swapper/1,0,1,1
23850.698395,1446,3757,3.757,swapper/1,0,1,1
23850.708395,1447,3923,3.923,swapper/1,0,1,1
23850.718394,1448,3340,3.340,swapper/1,0,1,1
23850.728395,1449,3840,3.840,swapper/1,0,1,1
23850.738395,1450,3923,3.923,swapper/1,0,1,1
23850.748395,1451,4132,4.132,swapper/1,0,1,1
23850.758397,1452,5590,5.590,swapper/1,0,1,1
23850.768394,1453,3173,3.173,swapper/1,0,1,1
23850.778394,1454,3298,3.298,swapper/1,0,1,1
23850.788394,1455,3548,3.548,swapper/1,0,1,1
23850.798394,1456,3757,3.757,swapper/1,0,1,1
23850.808394,1457,3090,3.090,swapper/1,0,1,1
23850.818394,1458,3423,3.423,swapper/1,0,1,1
23850.828393,1459,2965,2.965,swapper/1,0,1,1
23850.838393,1460,3382,3.382,swapper/1,0,1,1
23850.848393,1461,3257,3.257,swapper/1,0,1,1
23850.858393,1462,3048,3.048,swapper/1,0,1,1
23850.868394,1463,3548,3.548,swapper/1,0,1,1
23850.878393,1464,3090,3.090,swapper/1,0,1,1
23850.888393,1465,3048,3.048,swapper/1,0,1,1
23850.898394,1466,3465,3.465,swapper/1,0,1,1
23850.908393,1467,3007,3.007,swapper/1,0,1,1
23850.918394,1468,3882,3.882,swapper/1,0,1,1
23850.928393,1469,3257,3.257,swapper/1,0,1,1
23850.938394,1470,3423,3.423,swapper/1,0,1,1
23850.948395,1471,4423,4.423,swapper/1,0,1,1
23850.958394,1472,3507,3.507,swapper/1,0,1,1
23850.968394,1473,3132,3.132,swapper/1,0,1,1
23850.978394,1474,3382,3.382,swapper/1,0,1,1
23850.988396,1475,3882,3.882,swapper/1,0,1,1
23850.998394,1476,3382,3.382,swapper/1,0,1,1
23851.008394,1477,3257,3.257,swapper/1,0,1,1
23851.018394,1478,3424,3.424,swapper/1,0,1,1
23851.028393,1479,2924,2.924,swapper/1,0,1,1
23851.038393,1480,2799,2.799,swapper/1,0,1,1
23851.048394,1481,3382,3.382,swapper/1,0,1,1
23851.058395,1482,4090,4.090,swapper/1,0,1,1
23851.068394,1483,2882,2.882,swapper/1,0,1,1
23851.078393,1484,3132,3.132,swapper/1,0,1,1
23851.088395,1485,3757,3.757,swapper/1,0,1,1
23851.098394,1486,3215,3.215,swapper/1,0,1,1
23851.108394,1487,3382,3.382,swapper/1,0,1,1
23851.118393,1488,3049,3.049,swapper/1,0,1,1
23851.128393,1489,3132,3.132,swapper/1,0,1,1
23851.138393,1490,3132,3.132,swapper/1,0,1,1
23851.148394,1491,3215,3.215,swapper/1,0,1,1
23851.158394,1492,3465,3.465,swapper/1,0,1,1
23851.168394,1493,3340,3.340,swapper/1,0,1,1
23851.178394,1494,2965,2.965,swapper/1,0,1,1
23851.188411,1495,16382,16.382,swapper/1,0,1,1
23851.198411,1496,17090,17.090,swapper/1,0,1,1
23851.208410,1497,16424,16.424,swapper/1,0,1,1
23851.218410,1498,15382,15.382,swapper/1,0,1,1
23851.228401,1499,8132,8.132,swapper/1,0,1,1
23851.238408,1500,14465,14.465,swapper/1,0,1,1
23851.248409,1501,15674,15.674,swapper/1,0,1,1
23851.258408,1502,14590,14.590,swapper/1,0,1,1
23851.268409,1503,15340,15.340,swapper/1,0,1,1
23851.278409,1504,14882,14.882,swapper/1,0,1,1
23851.288408,1505,13840,13.840,swapper/1,0,1,1
23851.298410,1506,16799,16.799,swapper/1,0,1,1
23851.308409,1507,15465,15.465,swapper/1,0,1,1
23851.318410,1508,17007,17.007,swapper/1,0,1,1
23851.328407,1509,13882,13.882,swapper/1,0,1,1
23851.338408,1510,14382,14.382,swapper/1,0,1,1
23851.348410,1511,15715,15.715,swapper/1,0,1,1
23851.358406,1512,12340,12.340,swapper/1,0,1,1
23851.368400,1513,7632,7.632,swapper/1,0,1,1
23851.378406,1514,12465,12.465,swapper/1,0,1,1
23851.388404,1515,10257,10.257,swapper/1,0,1,1
23851.398397,1516,5465,5.465,swapper/1,0,1,1
23851.408395,1517,4090,4.090,swapper/1,0,1,1
23851.418396,1518,4882,4.882,swapper/1,0,1,1
23851.428394,1519,3215,3.215,swapper/1,0,1,1
23851.438394,1520,3632,3.632,swapper/1,0,1,1
23851.448394,1521,3340,3.340,swapper/1,0,1,1
23851.458395,1522,3549,3.549,swapper/1,0,1,1
23851.468393,1523,3090,3.090,swapper/1,0,1,1
23851.478393,1524,3174,3.174,swapper/1,0,1,1
23851.488393,1525,3174,3.174,swapper/1,0,1,1
23851.498394,1526,3049,3.049,swapper/1,0,1,1
23851.508393,1527,3257,3.257,swapper/1,0,1,1
23851.518393,1528,2924,2.924,swapper/1,0,1,1
23851.528394,1529,3549,3.549,swapper/1,0,1,1
23851.538394,1530,3257,3.257,swapper/1,0,1,1
23851.548394,1531,3465,3.465,swapper/1,0,1,1
23851.558394,1532,3215,3.215,swapper/1,0,1,1
23851.568393,1533,2924,2.924,swapper/1,0,1,1
23851.578393,1534,3090,3.090,swapper/1,0,1,1
23851.588394,1535,3382,3.382,swapper/1,0,1,1
23851.598393,1536,3049,3.049,swapper/1,0,1,1
23851.608394,1537,3590,3.590,swapper/1,0,1,1
23851.618394,1538,3340,3.340,swapper/1,0,1,1
23851.628394,1539,3382,3.382,swapper/1,0,1,1
23851.638393,1540,3090,3.090,swapper/1,0,1,1
23851.648394,1541,3465,3.465,swapper/1,0,1,1
23851.658395,1542,3965,3.965,swapper/1,0,1,1
23851.668394,1543,3507,3.507,swapper/1,0,1,1
23851.678394,1544,3257,3.257,swapper/1,0,1,1
23851.688408,1545,14424,14.424,swapper/1,0,1,1
23851.698406,1546,12549,12.549,swapper/1,0,1,1
23851.708409,1547,15549,15.549,swapper/1,0,1,1
23851.718404,1548,10549,10.549,swapper/1,0,1,1
23851.728405,1549,11924,11.924,swapper/1,0,1,1
23851.738408,1550,14466,14.466,swapper/1,0,1,1
23851.748400,1551,7091,7.091,swapper/1,0,1,1
23851.758395,1552,3674,3.674,swapper/1,0,1,1
23851.768395,1553,3841,3.841,swapper/1,0,1,1
23851.778395,1554,4382,4.382,swapper/1,0,1,1
23851.788394,1555,3716,3.716,swapper/1,0,1,1
23851.798394,1556,3257,3.257,swapper/1,0,1,1
23851.808395,1557,3716,3.716,swapper/1,0,1,1
23851.818394,1558,3924,3.924,swapper/1,0,1,1
23851.828395,1559,4091,4.091,swapper/1,0,1,1
23851.838394,1560,3174,3.174,swapper/1,0,1,1
23851.848394,1561,3174,3.174,swapper/1,0,1,1
23851.858395,1562,4341,4.341,swapper/1,0,1,1
23851.868394,1563,3632,3.632,swapper/1,0,1,1
23851.878394,1564,3841,3.841,swapper/1,0,1,1
23851.888395,1565,4341,4.341,swapper/1,0,1,1
23851.898394,1566,3424,3.424,swapper/1,0,1,1
23851.908394,1567,3966,3.966,swapper/1,0,1,1
23851.918394,1568,3382,3.382,swapper/1,0,1,1
23851.928394,1569,3132,3.132,swapper/1,0,1,1
23851.938394,1570,3507,3.507,swapper/1,0,1,1
23851.948393,1571,3007,3.007,swapper/1,0,1,1
23851.958394,1572,3382,3.382,swapper/1,0,1,1
23851.968393,1573,2966,2.966,swapper/1,0,1,1
23851.978407,1574,13674,13.674,swapper/1,0,1,1
